epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,29.9978,5.69288,4.21018,3.70008,0,0,0,0,4.99479,4.88423,3.07786,4.287e-05,4.287e-05,4.287e-05
